Sequence Id,Sample Id,Location,Location+Start
DQ339176.1,Sar0_Jul98,Sargasso Sea,Sar-Strat
DQ339175.1,Sar0_Jul98,Sargasso Sea,Sar-Strat
DQ339174.1,Sar0_Jul98,Sargasso Sea,Sar-Strat
DQ339173.1,Sar0_Jul98,Sargasso Sea,Sar-Strat
DQ339172.1,Sar0_Jul98,Sargasso Sea,Sar-Strat
DQ339169.1,Sar0_Jul98,Sargasso Sea,Sar-Strat
DQ339168.1,Sar0_Jul98,Sargasso Sea,Sar-Strat
DQ339167.1,Sar0_Jul98,Sargasso Sea,Sar-Strat
DQ339166.1,Sar0_Jul98,Sargasso Sea,Sar-Strat
DQ339165.1,Sar0_Jul98,Sargasso Sea,Sar-Strat
DQ339164.1,Sar0_Jul98,Sargasso Sea,Sar-Strat
DQ339162.1,Sar0_Jul98,Sargasso Sea,Sar-Strat
DQ339161.1,Sar0_Jul98,Sargasso Sea,Sar-Strat
DQ339160.1,Sar0_Jul98,Sargasso Sea,Sar-Strat
DQ339159.1,Sar0_Jul98,Sargasso Sea,Sar-Strat
DQ339158.1,Sar0_Jul98,Sargasso Sea,Sar-Strat
DQ203850.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203849.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203846.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203844.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203838.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203837.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203836.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203833.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203832.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203831.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203830.1,Outgroup,X,X
DQ203829.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203827.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203825.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203823.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203822.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203821.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203818.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203817.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203816.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203815.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203814.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203813.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203811.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203810.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203809.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203808.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203807.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203805.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203801.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203796.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203794.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203852.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203851.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203848.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203847.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203845.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203843.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203842.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203841.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203840.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203839.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203835.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203834.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203828.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203826.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203824.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203820.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203819.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203812.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203806.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203804.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203803.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203802.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203800.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203799.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203798.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203797.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ203795.1,Sar40_Mar98,Sargasso Sea,Sar-Mixed
DQ339381.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339414.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339413.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339402.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339400.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339397.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339392.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339390.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339389.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339388.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339382.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339376.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339364.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339359.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339356.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339350.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339346.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339344.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339343.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339340.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339337.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339336.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339335.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339334.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339380.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339379.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339417.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339416.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339415.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339412.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339411.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339410.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339409.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339408.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339407.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339406.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339405.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339404.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339403.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339401.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339399.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339398.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339396.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339395.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339394.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339393.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339391.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339387.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339386.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339385.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339384.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339383.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339378.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339377.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339375.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339374.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339373.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339372.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339371.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339370.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339369.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339368.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339367.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339366.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339365.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339363.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339362.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339361.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339360.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339358.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339357.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339355.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339354.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339353.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339352.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339351.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339349.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339348.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339347.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339345.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339341.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339339.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ339338.1,Sar40_Jul98,Sargasso Sea,Sar-Strat
DQ203339.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203337.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203335.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203334.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203333.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203332.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203331.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203328.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203327.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203326.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203322.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203320.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203319.1,Outgroup,X,X
DQ203318.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203316.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203315.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203314.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203313.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203312.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203311.1,Outgroup,X,X
DQ203310.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203309.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203307.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203301.1,Outgroup,X,X
DQ203300.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203297.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203338.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203336.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203330.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203329.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203325.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203324.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203323.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203321.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203317.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203308.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203306.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203305.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203304.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203303.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203302.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203299.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ203298.1,Sar80_Mar03,Sargasso Sea,Sar-Mixed
DQ339333.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339330.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339329.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339327.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339326.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339324.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339320.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339319.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339315.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339314.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339312.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339311.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339309.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339308.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339307.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339304.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339303.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339301.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339298.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339297.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339295.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339294.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339293.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339292.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339291.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339288.1,Outgroup,X,X
DQ339287.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339286.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339285.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339284.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339283.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339277.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339275.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339272.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339269.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339267.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339266.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339263.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339262.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339261.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339259.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339258.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339257.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339255.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339254.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339253.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339251.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339250.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339332.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339331.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339328.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339325.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339323.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339322.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339321.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339318.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339317.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339316.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339313.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339310.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339306.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339305.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339302.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339300.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339299.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339296.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339290.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339282.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339281.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339280.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339279.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339278.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339276.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339274.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339273.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339271.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339270.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339268.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339265.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339264.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339260.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339256.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ339252.1,Sar80_Jul98,Sargasso Sea,Sar-Strat
DQ422630.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422627.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422626.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422625.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422624.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422623.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422620.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422619.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422613.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422610.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422607.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422604.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422602.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422601.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422599.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422598.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422597.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422594.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422590.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422588.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422587.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422582.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422577.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422573.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422571.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422566.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422560.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422559.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422557.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422554.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422553.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422550.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422548.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422633.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422632.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422631.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422629.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422628.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422622.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422621.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422618.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422617.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422616.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422615.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422614.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422612.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422611.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422609.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422608.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422606.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422605.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422603.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422600.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422596.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422595.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422593.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422592.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422591.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422589.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422586.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422585.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422584.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422583.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422581.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422580.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422579.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422578.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422576.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422575.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422574.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422572.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422570.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422569.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422568.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422567.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422565.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422564.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422563.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422562.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422561.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422558.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422556.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422555.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422552.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422551.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422549.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422547.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422546.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422545.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422544.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422543.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422542.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422541.1,Med0_Feb06,Mediterranean Sea,Med-Mixed
DQ422726.1,Med20_Feb06,Mediterranean Sea,Med-Mixed
DQ422718.1,Med20_Feb06,Mediterranean Sea,Med-Mixed
DQ422715.1,Med20_Feb06,Mediterranean Sea,Med-Mixed
DQ422713.1,Med20_Feb06,Mediterranean Sea,Med-Mixed
DQ422712.1,Med20_Feb06,Mediterranean Sea,Med-Mixed
DQ422705.1,Med20_Feb06,Mediterranean Sea,Med-Mixed
DQ422704.1,Med20_Feb06,Mediterranean Sea,Med-Mixed
DQ422703.1,Med20_Feb06,Mediterranean Sea,Med-Mixed
DQ422696.1,Med20_Feb06,Mediterranean Sea,Med-Mixed
DQ422691.1,Med20_Feb06,Mediterranean Sea,Med-Mixed
DQ422689.1,Med20_Feb06,Mediterranean Sea,Med-Mixed
DQ422688.1,Med20_Feb06,Mediterranean Sea,Med-Mixed
DQ422686.1,Med20_Feb06,Mediterranean Sea,Med-Mixed
DQ422685.1,Med20_Feb06,Mediterranean Sea,Med-Mixed
DQ422684.1,Med20_Feb06,Mediterranean Sea,Med-Mixed
DQ422682.1,Med20_Feb06,Mediterranean Sea,Med-Mixed
DQ422678.1,Med20_Feb06,Mediterranean Sea,Med-Mixed
DQ422671.1,Med20_Feb06,Mediterranean Sea,Med-Mixed
DQ422670.1,Med20_Feb06,Mediterranean Sea,Med-Mixed
DQ422669.1,Med20_Feb06,Mediterranean Sea,Med-Mixed
DQ422668.1,Med20_Feb06,Mediterranean Sea,Med-Mixed
DQ422665.1,Med20_Feb06,Mediterranean Sea,Med-Mixed
